-0.13043478260869565	1.8206896551724139
1	5.075862068965517
2	6.675862068965517
2.9565217391304346	6.510344827586207
3.9565217391304346	9.158620689655173
4.956521739130435	8
5.913043478260869	10.593103448275862
6.913043478260869	8.331034482758621
8	9.875862068965517
9	10.372413793103448
10.08695652173913	10.372413793103448
10.91304347826087	11.03448275862069
11.956521739130434	15.117241379310345
12.956521739130434	16.220689655172414
14	19.53103448275862
14.956521739130434	20.63448275862069
15.956521739130434	22.620689655172413
16.956521739130434	21.73793103448276
17.913043478260867	20.579310344827586
18.913043478260867	21.517241379310345
19.913043478260867	20.413793103448274
20.869565217391305	22.124137931034483
21.869565217391305	23.393103448275863
22.869565217391305	25.213793103448275
23.956521739130434	26.75862068965517
24.913043478260867	30.28965517241379
25.956521739130434	28.96551724137931
26.869565217391305	32.60689655172414
27.913043478260867	33.76551724137931
28.869565217391305	33.820689655172416
29.956521739130434	33.710344827586205
30.869565217391305	33.10344827586207
31.869565217391305	34.15172413793103
32.91304347826087	34.758620689655174
33.869565217391305	35.144827586206894
34.869565217391305	36.744827586206895
35.95652173913044	38.84137931034483
